DATE,DESCRIPTION,CATEGORY,INCOME,EXPENSE,ACCOUNT,BALANCE
2026-04-24,Northshore Dental - invoice 1781,Installation revenue,7525.47,,Business transaction,445332.95
2026-04-24,Ampol fleet fuel,Vehicle & fuel,,951.46,Business transaction,444381.49
2026-04-25,St Leonards Physio - monthly retainer,Maintenance contracts,4685.38,,Business transaction,449066.87
2026-04-25,Annual accounts & tax return,Professional fees,,4800,Business transaction,444266.87
2026-04-26,Wattle St body corporate - invoice 1761,Installation revenue,8333.06,,Business transaction,452599.93
2026-04-26,St Leonards Physio - invoice 1765,Service revenue,3427.35,,Business transaction,456027.28
2026-04-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,454707.28
2026-04-28,Marrickville Brewery - invoice 1767,Installation revenue,9585.36,,Business transaction,464292.64
2026-04-28,Ryde Council - invoice 1782,Installation revenue,5713.55,,Business transaction,470006.19
2026-04-28,Payroll fortnight B,Payroll,,17000.8,Business transaction,453005.39
2026-04-30,Owner drawings,Owner drawings,,7000,Business transaction,446005.39
2026-05-01,Marrickville Brewery - invoice 1802,Installation revenue,5908.2,,Business transaction,451913.59
2026-05-01,Wattle St body corporate - invoice 1803,Installation revenue,5388.82,,Business transaction,457302.41
2026-05-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,451102.41
2026-05-02,Dunbar Family Trust - monthly retainer,Maintenance contracts,5033.16,,Business transaction,456135.57
2026-05-02,Reece Plumbing,Materials,,6550.22,Business transaction,449585.35
2026-05-03,Marrickville Brewery - invoice 1809,Service revenue,4647.36,,Business transaction,454232.71
2026-05-03,Wattle St body corporate - invoice 1819,Installation revenue,9866.64,,Business transaction,464099.35
2026-05-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,462249.35
2026-05-04,Harbourview Apartments - invoice 1806,Service revenue,3120.95,,Business transaction,465370.3
2026-05-05,ServiceM8 + Xero + Google Workspace,Software,,800,Business transaction,464570.3
2026-05-06,Northshore Dental - invoice 1807,Service revenue,2331.34,,Business transaction,466901.64
2026-05-06,Middy's Electrical,Materials,,3854.67,Business transaction,463046.97
2026-05-06,Ampol fleet fuel,Vehicle & fuel,,957.13,Business transaction,462089.84
2026-05-08,Dunbar Family Trust - invoice 1810,Service revenue,2950.56,,Business transaction,465040.4
2026-05-08,Google Ads,Marketing,,2153.74,Business transaction,462886.66
2026-05-10,Bunnings Trade,Materials,,5094.36,Business transaction,457792.3
2026-05-10,Vehicle servicing,Vehicle & fuel,,260,Business transaction,457532.3
2026-05-11,Dunbar Family Trust - invoice 1808,Installation revenue,5093.84,,Business transaction,462626.14
2026-05-12,St Leonards Physio - invoice 1805,Service revenue,2355.2,,Business transaction,464981.34
2026-05-12,Marrickville Brewery - invoice 1814,Installation revenue,10503.15,,Business transaction,475484.49
2026-05-12,Electricity & water,Utilities,,620,Business transaction,474864.49
2026-05-14,Tradelink,Materials,,5495.15,Business transaction,469369.34
2026-05-14,Payroll fortnight A,Payroll,,17064,Business transaction,452305.34
2026-05-15,Subcontractor - refrigeration,Subcontractors,,6898.37,Business transaction,445406.97
2026-05-15,Ampol fleet fuel,Vehicle & fuel,,739.41,Business transaction,444667.56
2026-05-16,Marrickville Brewery - invoice 1818,Service revenue,3029.9,,Business transaction,447697.46
2026-05-17,Office supplies & phone,Office & admin,,451.42,Business transaction,447246.04
2026-05-18,Lawrence & Hanson,Materials,,3699.24,Business transaction,443546.8
2026-05-19,Harbourview Apartments - invoice 1800,Service revenue,2463.46,,Business transaction,446010.26
2026-05-19,Parramatta Bakehouse - monthly retainer,Maintenance contracts,5033.16,,Business transaction,451043.42
2026-05-20,St Leonards Physio - invoice 1815,Service revenue,1954.98,,Business transaction,452998.4
2026-05-21,Dunbar Family Trust - invoice 1813,Installation revenue,9134.26,,Business transaction,462132.66
2026-05-22,Actrol HVAC,Materials,,3589.92,Business transaction,458542.74
2026-05-22,Bookkeeper,Professional fees,,900,Business transaction,457642.74
2026-05-23,Northshore Dental - invoice 1821,Service revenue,2117.94,,Business transaction,459760.68
2026-05-24,St Leonards Physio - invoice 1811,Installation revenue,6962.56,,Business transaction,466723.24
2026-05-24,Ampol fleet fuel,Vehicle & fuel,,966.2,Business transaction,465757.04
2026-05-25,Marrickville Brewery - invoice 1816,Service revenue,2382.81,,Business transaction,468139.85
2026-05-27,Northshore Dental - invoice 1817,Service revenue,3354.07,,Business transaction,471493.92
2026-05-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,470173.92
2026-05-28,St Leonards Physio - invoice 1801,Service revenue,1604.23,,Business transaction,471778.15
2026-05-28,Ryde Council - invoice 1820,Installation revenue,9437.41,,Business transaction,481215.56
2026-05-28,Payroll fortnight B,Payroll,,17064,Business transaction,464151.56
2026-05-28,BAS payment (GST net),GST/BAS,,4168.88,Business transaction,459982.68
2026-05-30,Owner drawings,Owner drawings,,7000,Business transaction,452982.68
2026-06-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,446782.68
2026-06-02,Northshore Dental - invoice 1842,Service revenue,4367.14,,Business transaction,451149.82
2026-06-02,Ryde Council - invoice 1845,Service revenue,2535.39,,Business transaction,453685.21
2026-06-02,Chatswood Childcare - invoice 1856,Service revenue,4085.28,,Business transaction,457770.49
2026-06-02,Chatswood Childcare - invoice 1862,Service revenue,2736.21,,Business transaction,460506.7
2026-06-02,Reece Plumbing,Materials,,7184.7,Business transaction,453322
2026-06-03,St Leonards Physio - invoice 1857,Service revenue,2833.43,,Business transaction,456155.43
2026-06-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,454305.43
2026-06-04,Marrickville Brewery - monthly retainer,Maintenance contracts,5386.78,,Business transaction,459692.21
2026-06-04,Thermal imaging camera,Equipment purchase,,5600,Business transaction,454092.21
2026-06-05,ServiceM8 + Xero + Google Workspace,Software,,800,Business transaction,453292.21
2026-06-06,Northshore Dental - invoice 1863,Service revenue,2893.98,,Business transaction,456186.19
2026-06-06,Middy's Electrical,Materials,,3642.87,Business transaction,452543.32
2026-06-06,Ampol fleet fuel,Vehicle & fuel,,730.63,Business transaction,451812.69
2026-06-07,Chatswood Childcare - invoice 1840,Service revenue,3260.38,,Business transaction,455073.07
2026-06-07,Marrickville Brewery - invoice 1861,Installation revenue,6024.78,,Business transaction,461097.85
2026-06-08,Google Ads,Marketing,,2327.6,Business transaction,458770.25
2026-06-10,Dunbar Family Trust - monthly retainer,Maintenance contracts,5386.78,,Business transaction,464157.03
2026-06-10,Bunnings Trade,Materials,,7557.01,Business transaction,456600.02
2026-06-10,Vehicle servicing,Vehicle & fuel,,1450,Business transaction,455150.02
2026-06-11,Northshore Dental - invoice 1852,Installation revenue,5366.28,,Business transaction,460516.3
2026-06-12,Electricity & water,Utilities,,657.2,Business transaction,459859.1
2026-06-13,St Leonards Physio - invoice 1846,Service revenue,3966.46,,Business transaction,463825.56
2026-06-14,Tradelink,Materials,,6033.02,Business transaction,457792.54
2026-06-14,Payroll fortnight A,Payroll,,17127.2,Business transaction,440665.34
2026-06-15,Harbourview Apartments - invoice 1849,Service revenue,3339.3,,Business transaction,444004.64
2026-06-15,Subcontractor - refrigeration,Subcontractors,,7513.14,Business transaction,436491.5
2026-06-15,Ampol fleet fuel,Vehicle & fuel,,808.08,Business transaction,435683.42
2026-06-17,Office supplies & phone,Office & admin,,450.11,Business transaction,435233.31
2026-06-18,Harbourview Apartments - invoice 1853,Service revenue,3468.39,,Business transaction,438701.7
2026-06-18,Lawrence & Hanson,Materials,,4832.05,Business transaction,433869.65
2026-06-19,Northshore Dental - invoice 1864,Service revenue,3849.4,,Business transaction,437719.05
2026-06-20,Dunbar Family Trust - invoice 1859,Installation revenue,11266.12,,Business transaction,448985.17
2026-06-21,Northshore Dental - invoice 1841,Installation revenue,4997.07,,Business transaction,453982.24
2026-06-21,Marrickville Brewery - invoice 1847,Service revenue,4375.63,,Business transaction,458357.87
2026-06-22,Actrol HVAC,Materials,,7574.32,Business transaction,450783.55
2026-06-22,Bookkeeper,Professional fees,,900,Business transaction,449883.55
2026-06-24,St Leonards Physio - invoice 1850,Service revenue,3076.98,,Business transaction,452960.53
2026-06-24,Ampol fleet fuel,Vehicle & fuel,,967.09,Business transaction,451993.44
2026-06-25,Harbourview Apartments - monthly retainer,Maintenance contracts,5386.78,,Business transaction,457380.22
2026-06-25,Ryde Council - invoice 1865,Installation revenue,8984.8,,Business transaction,466365.02
2026-06-26,Kings Cross Hotel - invoice 1843,Installation revenue,4487.58,,Business transaction,470852.6
2026-06-26,Northshore Dental - invoice 1855,Service revenue,3933.4,,Business transaction,474786
2026-06-26,Dunbar Family Trust - invoice 1858,Installation revenue,7033.82,,Business transaction,481819.82
2026-06-26,Marrickville Brewery - invoice 1860,Installation revenue,8719.82,,Business transaction,490539.64
2026-06-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,489219.64
2026-06-28,Harbourview Apartments - invoice 1844,Service revenue,2257.97,,Business transaction,491477.61
2026-06-28,Payroll fortnight B,Payroll,,17127.2,Business transaction,474350.41
2026-06-30,Owner drawings,Owner drawings,,7000,Business transaction,467350.41
2026-07-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,461150.41
2026-07-02,Dunbar Family Trust - monthly retainer,Maintenance contracts,5663.76,,Business transaction,466814.17
2026-07-02,Reece Plumbing,Materials,,8001.65,Business transaction,458812.52
2026-07-03,Parramatta Bakehouse - invoice 1884,Installation revenue,11073.63,,Business transaction,469886.15
2026-07-03,Wattle St body corporate - invoice 1904,Service revenue,2249.21,,Business transaction,472135.36
2026-07-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,470285.36
2026-07-04,Northshore Dental - invoice 1905,Service revenue,5156.05,,Business transaction,475441.41
2026-07-05,Marrickville Brewery - invoice 1892,Service revenue,3968.85,,Business transaction,479410.26
2026-07-05,ServiceM8 + Xero + Google Workspace,Software,,800,Business transaction,478610.26
2026-07-06,Marrickville Brewery - invoice 1888,Service revenue,2949.42,,Business transaction,481559.68
2026-07-06,Kings Cross Hotel - invoice 1890,Service revenue,2207.92,,Business transaction,483767.6
2026-07-06,Middy's Electrical,Materials,,7711.47,Business transaction,476056.13
2026-07-06,Ampol fleet fuel,Vehicle & fuel,,919.07,Business transaction,475137.06
2026-07-08,Google Ads,Marketing,,2594.89,Business transaction,472542.17
2026-07-10,Kings Cross Hotel - invoice 1900,Service revenue,3908.7,,Business transaction,476450.87
2026-07-10,Marrickville Brewery - invoice 1901,Installation revenue,6298.68,,Business transaction,482749.55
2026-07-10,Bunnings Trade,Materials,,8418.17,Business transaction,474331.38
2026-07-10,Vehicle servicing,Vehicle & fuel,,260,Business transaction,474071.38
2026-07-12,Northshore Dental - monthly retainer,Maintenance contracts,5663.76,,Business transaction,479735.14
2026-07-12,Electricity & water,Utilities,,684.43,Business transaction,479050.71
2026-07-14,Parramatta Bakehouse - monthly retainer,Maintenance contracts,5663.76,,Business transaction,484714.47
2026-07-14,St Leonards Physio - invoice 1889,Installation revenue,4308.67,,Business transaction,489023.14
2026-07-14,Dunbar Family Trust - invoice 1896,Service revenue,1842.05,,Business transaction,490865.19
2026-07-14,Tradelink,Materials,,6452.93,Business transaction,484412.26
2026-07-14,Payroll fortnight A,Payroll,,17190.4,Business transaction,467221.86
2026-07-15,Subcontractor - refrigeration,Subcontractors,,7461.23,Business transaction,459760.63
2026-07-15,Ampol fleet fuel,Vehicle & fuel,,845,Business transaction,458915.63
2026-07-15,Income tax instalment,Income tax,,9800,Business transaction,449115.63
2026-07-16,St Leonards Physio - invoice 1898,Service revenue,5137.11,,Business transaction,454252.74
2026-07-17,Office supplies & phone,Office & admin,,394.29,Business transaction,453858.45
2026-07-18,Lawrence & Hanson,Materials,,4353.89,Business transaction,449504.56
2026-07-20,Chatswood Childcare - invoice 1886,Service revenue,2382.55,,Business transaction,451887.11
2026-07-22,Wattle St body corporate - invoice 1887,Installation revenue,8776.81,,Business transaction,460663.92
2026-07-22,Harbourview Apartments - invoice 1895,Service revenue,2710.3,,Business transaction,463374.22
2026-07-22,Dunbar Family Trust - monthly retainer,Maintenance contracts,5663.76,,Business transaction,469037.98
2026-07-22,Actrol HVAC,Materials,,7055.18,Business transaction,461982.8
2026-07-22,Bookkeeper,Professional fees,,900,Business transaction,461082.8
2026-07-23,Wattle St body corporate - invoice 1882,Installation revenue,6651.73,,Business transaction,467734.53
2026-07-23,Wattle St body corporate - monthly retainer,Maintenance contracts,5663.76,,Business transaction,473398.29
2026-07-23,Harbourview Apartments - invoice 1899,Service revenue,4040.93,,Business transaction,477439.22
2026-07-24,Dunbar Family Trust - invoice 1883,Service revenue,3492.37,,Business transaction,480931.59
2026-07-24,Chatswood Childcare - invoice 1894,Service revenue,3963.74,,Business transaction,484895.33
2026-07-24,Ampol fleet fuel,Vehicle & fuel,,953.86,Business transaction,483941.47
2026-07-25,Harbourview Apartments - invoice 1897,Installation revenue,5794.97,,Business transaction,489736.44
2026-07-27,Dunbar Family Trust - invoice 1902,Service revenue,5203.91,,Business transaction,494940.35
2026-07-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,493620.35
2026-07-28,Wattle St body corporate - invoice 1891,Service revenue,2984.98,,Business transaction,496605.33
2026-07-28,Payroll fortnight B,Payroll,,17190.4,Business transaction,479414.93
2026-07-30,Owner drawings,Owner drawings,,7000,Business transaction,472414.93
2026-08-01,Dunbar Family Trust - invoice 1931,Installation revenue,5542.53,,Business transaction,477957.46
2026-08-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,471757.46
2026-08-02,Ryde Council - invoice 1942,Service revenue,2523.87,,Business transaction,474281.33
2026-08-02,Reece Plumbing,Materials,,8914.5,Business transaction,465366.83
2026-08-03,Wattle St body corporate - invoice 1922,Service revenue,3881.16,,Business transaction,469247.99
2026-08-03,Harbourview Apartments - invoice 1929,Installation revenue,12923.94,,Business transaction,482171.93
2026-08-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,480321.93
2026-08-05,ServiceM8 + Xero + Google Workspace,Software,,800,Business transaction,479521.93
2026-08-06,Wattle St body corporate - invoice 1925,Installation revenue,11132.04,,Business transaction,490653.97
2026-08-06,Middy's Electrical,Materials,,8976.22,Business transaction,481677.75
2026-08-06,Ampol fleet fuel,Vehicle & fuel,,1018.37,Business transaction,480659.38
2026-08-07,Chatswood Childcare - invoice 1921,Service revenue,4867.13,,Business transaction,485526.51
2026-08-07,Northshore Dental - invoice 1932,Service revenue,4029.75,,Business transaction,489556.26
2026-08-08,Google Ads,Marketing,,2319.33,Business transaction,487236.93
2026-08-09,Wattle St body corporate - invoice 1923,Service revenue,4648.33,,Business transaction,491885.26
2026-08-10,Dunbar Family Trust - monthly retainer,Maintenance contracts,5800.8,,Business transaction,497686.06
2026-08-10,Northshore Dental - invoice 1938,Installation revenue,12858.54,,Business transaction,510544.6
2026-08-10,Ryde Council - invoice 1945,Service revenue,4749.78,,Business transaction,515294.38
2026-08-10,Bunnings Trade,Materials,,6145.08,Business transaction,509149.3
2026-08-10,Vehicle servicing,Vehicle & fuel,,260,Business transaction,508889.3
2026-08-11,Harbourview Apartments - invoice 1930,Installation revenue,13020.88,,Business transaction,521910.18
2026-08-11,Kings Cross Hotel - invoice 1935,Installation revenue,9158.59,,Business transaction,531068.77
2026-08-11,Marrickville Brewery - invoice 1939,Installation revenue,8762.64,,Business transaction,539831.41
2026-08-12,Electricity & water,Utilities,,694.4,Business transaction,539137.01
2026-08-13,St Leonards Physio - invoice 1937,Installation revenue,12458.87,,Business transaction,551595.88
2026-08-13,Dunbar Family Trust - invoice 1943,Service revenue,5202.46,,Business transaction,556798.34
2026-08-14,Tradelink,Materials,,7075.1,Business transaction,549723.24
2026-08-14,Payroll fortnight A,Payroll,,17253.6,Business transaction,532469.64
2026-08-15,Subcontractor - refrigeration,Subcontractors,,7018.65,Business transaction,525450.99
2026-08-15,Ampol fleet fuel,Vehicle & fuel,,720.39,Business transaction,524730.6
2026-08-16,Kings Cross Hotel - invoice 1933,Installation revenue,10600.39,,Business transaction,535330.99
2026-08-16,Wattle St body corporate - invoice 1941,Installation revenue,9598.44,,Business transaction,544929.43
2026-08-17,Office supplies & phone,Office & admin,,504.32,Business transaction,544425.11
2026-08-18,Lawrence & Hanson,Materials,,8259.9,Business transaction,536165.21
2026-08-20,Northshore Dental - invoice 1920,Service revenue,2814.27,,Business transaction,538979.48
2026-08-20,Term deposit interest,Interest income,664.1,,Business transaction,539643.58
2026-08-21,Ryde Council - monthly retainer,Maintenance contracts,5800.8,,Business transaction,545444.38
2026-08-21,St Leonards Physio - invoice 1928,Installation revenue,8837.79,,Business transaction,554282.17
2026-08-22,Actrol HVAC,Materials,,4921.66,Business transaction,549360.51
2026-08-22,Bookkeeper,Professional fees,,900,Business transaction,548460.51
2026-08-24,Chatswood Childcare - invoice 1926,Service revenue,3909.88,,Business transaction,552370.39
2026-08-24,Ampol fleet fuel,Vehicle & fuel,,743.23,Business transaction,551627.16
2026-08-25,Dunbar Family Trust - invoice 1936,Installation revenue,5258.09,,Business transaction,556885.25
2026-08-25,Dunbar Family Trust - invoice 1944,Installation revenue,11825.22,,Business transaction,568710.47
2026-08-27,Ryde Council - invoice 1940,Installation revenue,6947.81,,Business transaction,575658.28
2026-08-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,574338.28
2026-08-28,Northshore Dental - invoice 1934,Service revenue,4159.22,,Business transaction,578497.5
2026-08-28,Payroll fortnight B,Payroll,,17253.6,Business transaction,561243.9
2026-08-28,BAS payment (GST net),GST/BAS,,4804.7,Business transaction,556439.2
2026-08-30,Owner drawings,Owner drawings,,7000,Business transaction,549439.2
